,Artists Name,Artist ID,Track Name,Track ID,Release Date,Popularity,Danceability,Energy
32,IZA,3zgnrYIltMkgeejmvMCnes,Dona de mim,0H8CBal2Dcu5Yc001VotZN,2018-04-27,67,0.412,0.809
33,Lauana Prado,6TYimByryGphZCtwYopH0y,Cobaia,1xyVMQx51Kab6eLVtE6twx,2018-06-08,64,0.751,0.709
34,Melim,6uYrXgVHctAJtIdSODcyLJ,Meu Abrigo,5U28PY9MekLyCBYtLHGQpe,2018-06-08,78,0.658,0.572
35,Ludmilla,3CDoRporvSjdzTrm99a3gi,Vem amor,5rRi4RW8F99U24EAS2Cdte,2019-02-07,72,0.62,0.704
36,Mc Don Juan,7Lmrb6KcIzfkmgbtokjsAL,To Gostando Tanto de Você,4HTrlT5mmxPaZZKs4JSPeI,2018-09-14,77,0.869,0.681
37,George Henrique & Rodrigo,3FlCKtwOEYQQYyGVEbxG2Z,Compartilhando Mágoa,3M6QJpWhM9NPcBwxTRKLlH,2018-12-07,72,0.795,0.68
38,Lagum,5D56dZmhE9DgT01XixdHiD,Deixa (feat. Ana Gabriela),3fLqmaO4vvZpFZSZy52VMp,2018-02-23,77,0.498,0.326
39,Lady Gaga,1HY2Jd0NmPuamShAr6KMms,Always Remember Us This Way,2rbDhOo9Fh61Bbu23T2qCk,2018-10-05,85,0.553,0.502
40,Zé Neto & Cristiano,487N2T9nIPEHrlTZLL3SQs,Largado Às Traças - Ao Vivo,1IJH7QjV5V99eJBtKXqGXE,2018-05-18,79,0.694,0.869
41,Zé Neto & Cristiano,487N2T9nIPEHrlTZLL3SQs,Estado Decadente - Acústico,4eB8rsNNm5791m3uvEBNLR,2019-01-11,78,0.757,0.687
42,Mc Pocahontas,56yC2Kq7eS346CgJpld4Bc,Quer mais?,6zdrUt0j8guhZfcSF6X2Sb,2018-11-01,77,0.826,0.791
43,Humberto & Ronaldo,1zEo6Fk1iaaOYFlFPBHCFn,Não Fala Não pra Mim,0PaAB17axL9hn88mHiw8g0,2018-06-15,79,0.741,0.794
44,Luan Santana,3qvcCP2J0fWi0m0uQDUf6r,Sofazinho - Ao Vivo,2PMLdLt5QeOuOgxfAvx1in,2018-09-14,78,0.517,0.875
45,Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,"thank u, next",3e9HZxeyfWwjeyPAMmWSSQ,2019-02-08,89,0.735,0.638
46,Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,"break up with your girlfriend, i'm bored",4kV4N9D1iKVxx1KLvtTpjS,2019-02-08,98,0.726,0.545
47,Clau,13A9x5VINTOaVnYxK4rbNQ,Pouca Pausa,2odzriVVZBwYOiYJEj30tm,2018-06-15,77,0.886,0.583
48,Marshmello,64KEffDW9EtZ1y2vBYgq8T,Happier,2dpaYNEQHiRxtZbfNsse99,2018-08-17,96,0.687,0.792
49,Marília Mendonça,1yR65psqiazQpeM79CcGh8,Bem Pior Que Eu - Ao Vivo,4UANYptjv2kpV6IY7IjXoJ,2019-02-22,54,0.671,0.652
